case_id,snapshot_index,as_of_time,as_of_hour,as_of_day_of_week,n_hops_observed,time_since_last_hop_hours,elapsed_hours_since_first_tx,hop_velocity,terminal_readiness,n_split_events,n_unique_banks_seen,dormant_account_ratio,avg_account_age_days,min_account_age_days,last_hop_amount,amount_trend,stolen_amount,urban,victim_lat,victim_lon,is_final_snapshot,label_true_channel,label_true_location_id,label_true_lat,label_true_lon,label_is_noisy_case,label_time_to_cashout_hours
1c0000b9-a97f-4236-b14b-5547d1c65345,6,2026-10-10T13:56:45.714508,13,5,4,0.0,4.946,0.8087,0.9874062932981271,5,4,0.5,404.5,4,9020.08,-15253.95,24274.03,1,19.603524865718864,80.54544015661342,1,UPI,ATM_11615,21.691052,79.280362,0,1.105
0b52db39-0764-439f-a23d-267a74e48ba4,0,2026-03-21T03:00:00,3,5,1,0.0,0.05,20.0,0.3097254672101337,0,1,0.0,233.0,233,96817.49,0.0,96817.49,1,18.9736133573983,73.0974363179476,0,ATM,ATM_25909,19.334378,73.838142,0,44.038
0b52db39-0764-439f-a23d-267a74e48ba4,1,2026-03-21T13:42:37.265093,13,5,2,10.71,10.71,0.1867,1.0,0,2,0.0,121.0,9,96817.49,0.0,96817.49,1,18.9736133573983,73.0974363179476,1,ATM,ATM_25909,19.334378,73.838142,0,33.328
984eba18-2dfc-410d-93c9-3d54bccb891c,0,2026-02-17T11:00:00,11,1,1,0.0,0.05,20.0,0.8937413156517727,0,1,1.0,299.0,299,50455.89,0.0,50455.89,1,23.70994005847992,77.70014498102665,0,UPI,ATM_16402,25.569017,88.483365,1,0.25
984eba18-2dfc-410d-93c9-3d54bccb891c,1,2026-02-17T11:01:19.529567,11,1,2,0.022,0.05,40.0,1.0,1,2,0.5,157.0,15,30578.23,-19877.66,50455.89,1,23.70994005847992,77.70014498102665,0,UPI,ATM_16402,25.569017,88.483365,1,0.228
984eba18-2dfc-410d-93c9-3d54bccb891c,2,2026-02-17T11:01:19.529567,11,1,2,0.0,0.05,40.0,1.0,2,2,0.5,157.0,15,10546.26,-39909.63,50455.89,1,23.70994005847992,77.70014498102665,0,UPI,ATM_16402,25.569017,88.483365,1,0.228
984eba18-2dfc-410d-93c9-3d54bccb891c,3,2026-02-17T11:01:19.529567,11,1,2,0.0,0.05,40.0,1.0,3,2,0.5,157.0,15,9331.41,-41124.48,50455.89,1,23.70994005847992,77.70014498102665,1,UPI,ATM_16402,25.569017,88.483365,1,0.228
c73f0b41-b6f4-4dea-bcbc-c9f4469acabb,0,2026-07-26T06:00:00,6,6,1,0.0,0.05,20.0,0.48005735303157804,0,1,1.0,1013.0,1013,19234.95,0.0,19234.95,1,24.145500766101442,84.4137947335016,0,Branch,ATM_49003,10.816634,78.14672,1,0.25
c73f0b41-b6f4-4dea-bcbc-c9f4469acabb,1,2026-07-26T06:03:08.339265,6,6,2,0.052,0.052,38.2289,0.5759550057751012,0,2,0.5,509.5,6,19234.95,0.0,19234.95,1,24.145500766101442,84.4137947335016,1,Branch,ATM_49003,10.816634,78.14672,1,0.198
0ec87529-6f2d-4d83-a580-dd7419082487,0,2026-07-10T20:00:00,20,4,1,0.0,0.05,20.0,0.4006256744217205,0,1,1.0,175.0,175,37456.8,0.0,37456.8,1,19.41878595283947,72.27394127698689,0,Agent,ATM_50542,20.202093,72.86188,0,2.17
0ec87529-6f2d-4d83-a580-dd7419082487,1,2026-07-10T21:14:37.837929,21,4,2,1.244,1.244,1.6079,0.974009310240661,0,1,1.0,92.0,9,37456.8,0.0,37456.8,1,19.41878595283947,72.27394127698689,1,Agent,ATM_50542,20.202093,72.86188,0,0.926
209ead89-0121-4485-8321-59e8119bc9c9,0,2026-03-03T19:00:00,19,1,1,0.0,0.05,20.0,0.280162707026241,0,1,0.0,1100.0,1100,63617.19,0.0,63617.19,1,19.032091487333727,84.18534378298561,0,UPI,ATM_20087,19.1084,83.654205,0,23.571
209ead89-0121-4485-8321-59e8119bc9c9,1,2026-03-04T04:30:17.700406,4,2,2,9.505,9.505,0.2104,0.42431761389192313,0,1,0.5,659.5,219,63617.19,0.0,63617.19,1,19.032091487333727,84.18534378298561,0,UPI,ATM_20087,19.1084,83.654205,0,14.067
209ead89-0121-4485-8321-59e8119bc9c9,2,2026-03-04T09:16:51.394164,9,2,3,4.776,14.281,0.2101,0.7873156640671845,0,2,0.333,616.0,219,63601.95,-15.24,63617.19,1,19.032091487333727,84.18534378298561,0,UPI,ATM_20087,19.1084,83.654205,0,9.291
209ead89-0121-4485-8321-59e8119bc9c9,3,2026-03-04T13:59:54.004523,13,2,4,4.717,18.998,0.2105,0.9903593442587283,0,3,0.5,464.25,9,62168.4,-1448.79,63617.19,1,19.032091487333727,84.18534378298561,1,UPI,ATM_20087,19.1084,83.654205,0,4.573
75636414-a32a-4fc8-84b3-82e1ec9e262a,0,2026-02-17T04:00:00,4,1,1,0.0,0.05,20.0,0.21422257482169152,0,1,1.0,254.0,254,44718.03,0.0,44718.03,1,27.625077290111065,77.24406149205878,0,Branch,SBIN0001426,26.807806,91.035733,0,2.274
75636414-a32a-4fc8-84b3-82e1ec9e262a,1,2026-02-17T04:39:00.358415,4,1,2,0.65,0.65,3.0765,0.361672065805436,0,2,1.0,208.0,162,44718.03,0.0,44718.03,1,27.625077290111065,77.24406149205878,0,Branch,SBIN0001426,26.807806,91.035733,0,1.623
75636414-a32a-4fc8-84b3-82e1ec9e262a,2,2026-02-17T04:54:29.126295,4,1,3,0.258,0.908,3.3036,0.7585227973643024,0,3,0.667,508.33,162,43112.43,-1605.6,44718.03,1,27.625077290111065,77.24406149205878,0,Branch,SBIN0001426,26.807806,91.035733,0,1.365
75636414-a32a-4fc8-84b3-82e1ec9e262a,3,2026-02-17T05:03:35.229365,5,1,4,0.152,1.06,3.7743,0.9924900356021312,0,3,0.5,384.75,14,40195.47,-4522.56,44718.03,1,27.625077290111065,77.24406149205878,1,Branch,SBIN0001426,26.807806,91.035733,0,1.214
9b74f3e0-ea0f-42d3-951d-9feec5120b37,0,2026-06-09T13:00:00,13,1,1,0.0,0.05,20.0,0.4232038831358549,0,1,0.0,961.0,961,23163.84,0.0,23163.84,1,16.072995655581643,86.89259768017976,0,ATM,ATM_8971,20.664118,79.809427,1,0.627
9b74f3e0-ea0f-42d3-951d-9feec5120b37,1,2026-06-09T13:09:20.759153,13,1,2,0.156,0.156,12.8397,0.6888385774902978,1,2,0.5,590.0,219,16967.24,-6196.6,23163.84,1,16.072995655581643,86.89259768017976,0,ATM,ATM_8971,20.664118,79.809427,1,0.471
9b74f3e0-ea0f-42d3-951d-9feec5120b37,2,2026-06-09T13:09:20.759153,13,1,2,0.0,0.156,12.8397,0.6888385774902978,2,2,0.5,590.0,219,6196.6,-16967.24,23163.84,1,16.072995655581643,86.89259768017976,0,ATM,ATM_8971,20.664118,79.809427,1,0.471
9b74f3e0-ea0f-42d3-951d-9feec5120b37,3,2026-06-09T13:29:48.843310,13,1,3,0.341,0.497,6.0374,0.8775395144983985,2,3,0.333,397.33,12,20332.51,-2831.33,23163.84,1,16.072995655581643,86.89259768017976,1,ATM,ATM_8971,20.664118,79.809427,1,0.13
9dfb7102-0463-4706-b3b6-ed16b32678ca,0,2026-09-18T07:00:00,7,4,1,0.0,0.05,20.0,0.26196643981853934,0,1,0.0,1495.0,1495,33325.38,0.0,33325.38,1,22.75723340470963,85.15481017396752,0,ATM,SBIN0001091,22.778063,84.990712,0,0.25
9dfb7102-0463-4706-b3b6-ed16b32678ca,1,2026-09-18T07:04:07.057618,7,4,2,0.069,0.069,29.143,0.41432912090947743,0,2,0.5,1308.5,1122,33325.38,0.0,33325.38,1,22.75723340470963,85.15481017396752,0,ATM,SBIN0001091,22.778063,84.990712,0,0.181
9dfb7102-0463-4706-b3b6-ed16b32678ca,2,2026-09-18T07:04:27.713442,7,4,3,0.006,0.074,40.3416,0.530271824147416,0,3,0.667,1232.67,1081,31660.19,-1665.19,33325.38,1,22.75723340470963,85.15481017396752,0,ATM,SBIN0001091,22.778063,84.990712,0,0.176
9dfb7102-0463-4706-b3b6-ed16b32678ca,3,2026-09-18T07:04:32.595519,7,4,4,0.001,0.076,52.8255,0.7529787276023073,0,4,0.75,1072.0,590,29716.75,-3608.63,33325.38,1,22.75723340470963,85.15481017396752,0,ATM,SBIN0001091,22.778063,84.990712,0,0.174
9dfb7102-0463-4706-b3b6-ed16b32678ca,4,2026-09-18T07:05:50.634840,7,4,5,0.022,0.097,51.3355,1.0,0,4,0.8,859.2,8,26395.9,-6929.48,33325.38,1,22.75723340470963,85.15481017396752,1,ATM,SBIN0001091,22.778063,84.990712,0,0.153
37a737ef-9af0-485f-92d6-46554dfa2003,0,2026-10-25T03:00:00,3,6,1,0.0,0.05,20.0,0.23825171829957592,0,1,1.0,809.0,809,84329.94,0.0,84329.94,1,10.563820716234446,74.94972691708162,0,ATM,ATM_15129,11.131607,78.632307,0,11.557
37a737ef-9af0-485f-92d6-46554dfa2003,1,2026-10-25T05:01:38.228191,5,6,2,2.027,2.027,0.9865,0.5973167822319294,0,1,1.0,520.0,231,84329.94,0.0,84329.94,1,10.563820716234446,74.94972691708162,0,ATM,ATM_15129,11.131607,78.632307,0,9.53
37a737ef-9af0-485f-92d6-46554dfa2003,2,2026-10-25T07:30:06.236377,7,6,3,2.474,4.502,0.6664,0.558591348144219,0,1,1.0,629.0,231,82179.15,-2150.79,84329.94,1,10.563820716234446,74.94972691708162,0,ATM,ATM_15129,11.131607,78.632307,0,7.056
37a737ef-9af0-485f-92d6-46554dfa2003,3,2026-10-25T07:45:36.042632,7,6,4,0.258,4.76,0.8403,0.9963150876700427,0,2,1.0,475.0,13,71664.18,-12665.76,84329.94,1,10.563820716234446,74.94972691708162,1,ATM,ATM_15129,11.131607,78.632307,0,6.797
99f4bbad-2cf3-470f-b0d8-5ddc7109cbd3,0,2026-04-14T20:00:00,20,1,1,0.0,0.05,20.0,0.2539028743291436,0,1,1.0,7.0,7,25484.06,0.0,25484.06,0,21.606290560225336,79.09458835877416,0,Branch,ATM_15910,25.870619,80.527657,1,13.489
99f4bbad-2cf3-470f-b0d8-5ddc7109cbd3,1,2026-04-14T22:08:41.134871,22,1,2,2.145,2.145,0.9325,0.6359001992237048,0,2,0.5,65.0,7,25484.06,0.0,25484.06,0,21.606290560225336,79.09458835877416,0,Branch,ATM_15910,25.870619,80.527657,1,11.344
99f4bbad-2cf3-470f-b0d8-5ddc7109cbd3,2,2026-04-15T00:10:10.836190,0,2,3,2.025,4.17,0.7195,1.0,0,2,0.667,139.67,7,22083.53,-3400.53,25484.06,0,21.606290560225336,79.09458835877416,0,Branch,ATM_15910,25.870619,80.527657,1,9.319
99f4bbad-2cf3-470f-b0d8-5ddc7109cbd3,3,2026-04-15T02:30:58.018486,2,2,4,2.346,6.516,0.6139,0.7340015958586117,0,3,0.75,108.0,7,18816.6,-6667.46,25484.06,0,21.606290560225336,79.09458835877416,1,Branch,ATM_15910,25.870619,80.527657,1,6.973
899cd760-be40-4158-9c55-1aeccb11133d,0,2026-09-02T12:00:00,12,2,1,0.0,0.05,20.0,0.3927138076161415,0,1,0.0,481.0,481,161940.54,0.0,161940.54,1,21.768618086553783,76.40984914773321,0,Branch,ATM_10502,22.022608,76.233564,0,0.302
899cd760-be40-4158-9c55-1aeccb11133d,1,2026-09-02T12:01:52.710317,12,2,2,0.031,0.05,40.0,0.6124570440812661,1,2,0.5,805.5,481,67507.58,-94432.96,161940.54,1,21.768618086553783,76.40984914773321,0,Branch,ATM_10502,22.022608,76.233564,0,0.271
899cd760-be40-4158-9c55-1aeccb11133d,2,2026-09-02T12:01:52.710317,12,2,2,0.0,0.05,40.0,0.6124570440812661,2,2,0.5,805.5,481,7165.38,-154775.16,161940.54,1,21.768618086553783,76.40984914773321,0,Branch,ATM_10502,22.022608,76.233564,0,0.271
899cd760-be40-4158-9c55-1aeccb11133d,3,2026-09-02T12:01:52.710317,12,2,2,0.0,0.05,40.0,0.6124570440812661,3,2,0.5,805.5,481,87267.58,-74672.96,161940.54,1,21.768618086553783,76.40984914773321,0,Branch,ATM_10502,22.022608,76.233564,0,0.271
899cd760-be40-4158-9c55-1aeccb11133d,4,2026-09-02T12:06:47.132999,12,2,3,0.082,0.113,26.527,0.7887376619477473,3,3,0.667,604.67,203,150330.09,-11610.45,161940.54,1,21.768618086553783,76.40984914773321,0,Branch,ATM_10502,22.022608,76.233564,0,0.189
899cd760-be40-4158-9c55-1aeccb11133d,5,2026-09-02T12:10:45.377644,12,2,4,0.066,0.179,22.3125,1.0,3,3,0.75,457.25,15,128238.32,-33702.22,161940.54,1,21.768618086553783,76.40984914773321,1,Branch,ATM_10502,22.022608,76.233564,0,0.123
68db6248-2391-4361-b7a4-8d8e6d6535c0,0,2026-10-22T16:00:00,16,3,1,0.0,0.05,20.0,0.08060301839952058,0,1,1.0,1164.0,1164,48958.42,0.0,48958.42,0,26.627432518595192,85.6936025158875,0,Agent,SBIN0064571,22.246449,71.211742,0,0.25
68db6248-2391-4361-b7a4-8d8e6d6535c0,1,2026-10-22T16:01:35.300583,16,3,2,0.026,0.05,40.0,0.3236305518439952,0,2,1.0,774.0,384,48958.42,0.0,48958.42,0,26.627432518595192,85.6936025158875,0,Agent,SBIN0064571,22.246449,71.211742,0,0.224
68db6248-2391-4361-b7a4-8d8e6d6535c0,2,2026-10-22T16:03:58.377315,16,3,3,0.04,0.066,45.3063,0.641457516035633,0,3,1.0,701.67,384,44734.64,-4223.78,48958.42,0,26.627432518595192,85.6936025158875,0,Agent,SBIN0064571,22.246449,71.211742,0,0.184
68db6248-2391-4361-b7a4-8d8e6d6535c0,3,2026-10-22T16:04:11.544150,16,3,4,0.004,0.07,57.2464,0.7595048751131731,0,3,1.0,815.25,384,44470.62,-4487.8,48958.42,0,26.627432518595192,85.6936025158875,0,Agent,SBIN0064571,22.246449,71.211742,0,0.18
68db6248-2391-4361-b7a4-8d8e6d6535c0,4,2026-10-22T16:11:04.965314,16,3,5,0.115,0.185,27.0691,0.9856388340102016,0,4,1.0,653.4,6,39109.26,-9849.16,48958.42,0,26.627432518595192,85.6936025158875,1,Agent,SBIN0064571,22.246449,71.211742,0,0.065
3782eec4-c56a-4596-b421-fccfce745643,0,2026-10-15T00:00:00,0,3,1,0.0,0.05,20.0,0.49847094412152615,0,1,1.0,149.0,149,81211.29,0.0,81211.29,1,17.86301097684766,78.89317106694004,0,ATM,ATM_13432,32.485397,75.873588,0,0.679
3782eec4-c56a-4596-b421-fccfce745643,1,2026-10-15T00:26:54.127669,0,3,2,0.448,0.448,4.4606,0.6793142567360114,0,2,1.0,213.5,149,81211.29,0.0,81211.29,1,17.86301097684766,78.89317106694004,0,ATM,ATM_13432,32.485397,75.873588,0,0.231
3782eec4-c56a-4596-b421-fccfce745643,2,2026-10-15T00:30:30.784909,0,3,3,0.06,0.509,5.8991,1.0,1,3,0.667,142.67,1,32808.68,-48402.61,81211.29,1,17.86301097684766,78.89317106694004,0,ATM,ATM_13432,32.485397,75.873588,0,0.171
3782eec4-c56a-4596-b421-fccfce745643,3,2026-10-15T00:30:30.784909,0,3,3,0.0,0.509,5.8991,1.0,2,3,0.667,142.67,1,19046.64,-62164.65,81211.29,1,17.86301097684766,78.89317106694004,0,ATM,ATM_13432,32.485397,75.873588,0,0.171
3782eec4-c56a-4596-b421-fccfce745643,4,2026-10-15T00:30:30.784909,0,3,3,0.0,0.509,5.8991,1.0,3,3,0.667,142.67,1,18354.14,-62857.15,81211.29,1,17.86301097684766,78.89317106694004,1,ATM,ATM_13432,32.485397,75.873588,0,0.171
25bb369a-7eef-40f9-8827-2b8f9f883ad1,0,2026-05-02T19:00:00,19,5,1,0.0,0.05,20.0,0.7868644909993086,0,1,1.0,1109.0,1109,30457.11,0.0,30457.11,0,25.86205473677582,73.49572734127214,0,Agent,ATM_35185,26.357411,78.343054,1,4.629
25bb369a-7eef-40f9-8827-2b8f9f883ad1,1,2026-05-02T19:48:15.586934,19,5,2,0.804,0.804,2.4865,0.7831378006833092,1,2,0.5,776.5,444,24212.34,-6244.77,30457.11,0,25.86205473677582,73.49572734127214,0,Agent,ATM_35185,26.357411,78.343054,1,3.825
25bb369a-7eef-40f9-8827-2b8f9f883ad1,2,2026-05-02T19:48:15.586934,19,5,2,0.0,0.804,2.4865,0.7831378006833092,2,2,0.5,776.5,444,6244.77,-24212.34,30457.11,0,25.86205473677582,73.49572734127214,0,Agent,ATM_35185,26.357411,78.343054,1,3.825
25bb369a-7eef-40f9-8827-2b8f9f883ad1,3,2026-05-02T20:54:13.460797,20,5,3,1.099,1.904,1.5758,0.83352031530297,2,2,0.667,518.0,1,30113.6,-343.51,30457.11,0,25.86205473677582,73.49572734127214,1,Agent,ATM_35185,26.357411,78.343054,1,2.726
2d821b2f-7000-4c2a-93d0-98f5fdc22abe,0,2026-10-20T00:00:00,0,1,1,0.0,0.05,20.0,0.22645310193853907,0,1,1.0,429.0,429,26066.21,0.0,26066.21,1,11.28588709636023,83.82241119116678,0,ATM,ATM_48331,30.081404,79.000694,0,2.609
2d821b2f-7000-4c2a-93d0-98f5fdc22abe,1,2026-10-20T00:10:22.961452,0,1,2,0.173,0.173,11.5577,0.5447349141029854,0,2,0.5,277.5,126,26066.21,0.0,26066.21,1,11.28588709636023,83.82241119116678,0,ATM,ATM_48331,30.081404,79.000694,0,2.436
2d821b2f-7000-4c2a-93d0-98f5fdc22abe,2,2026-10-20T01:54:05.061568,1,1,3,1.728,1.901,1.5778,1.0,0,3,0.333,190.0,15,22279.41,-3786.8,26066.21,1,11.28588709636023,83.82241119116678,1,ATM,ATM_48331,30.081404,79.000694,0,0.708
382fcae4-9583-4ad7-a36a-4daff58a5720,0,2026-02-02T05:00:00,5,0,1,0.0,0.05,20.0,0.3763401578968377,0,1,1.0,861.0,861,24835.05,0.0,24835.05,1,21.735194866630813,74.46287163351978,0,ATM,ATM_19474,22.006014,74.451529,0,6.472
382fcae4-9583-4ad7-a36a-4daff58a5720,1,2026-02-02T06:49:15.344879,6,0,2,1.821,1.821,1.0983,0.7109068004189588,0,2,1.0,505.5,150,24835.05,0.0,24835.05,1,21.735194866630813,74.46287163351978,0,ATM,ATM_19474,22.006014,74.451529,0,4.651
382fcae4-9583-4ad7-a36a-4daff58a5720,2,2026-02-02T07:26:33.123026,7,0,3,0.622,2.443,1.2282,1.0,0,3,0.667,338.67,5,23716.3,-1118.75,24835.05,1,21.735194866630813,74.46287163351978,1,ATM,ATM_19474,22.006014,74.451529,0,4.029
a049c576-b496-4070-bef5-04d03e58012d,0,2026-08-18T13:00:00,13,1,1,0.0,0.05,20.0,0.22884053182347788,0,1,0.0,770.0,770,16044.92,0.0,16044.92,0,18.656955638604853,81.07669797129483,0,Agent,ATM_20691,27.134314,80.910347,1,0.25
a049c576-b496-4070-bef5-04d03e58012d,1,2026-08-18T13:01:50.618884,13,1,2,0.031,0.05,40.0,0.09711965027225733,0,2,0.5,980.5,770,16044.92,0.0,16044.92,0,18.656955638604853,81.07669797129483,0,Agent,ATM_20691,27.134314,80.910347,1,0.219
a049c576-b496-4070-bef5-04d03e58012d,2,2026-08-18T13:06:01.886955,13,1,3,0.07,0.101,29.8436,0.25838823335483246,0,3,0.333,1018.0,770,14191.1,-1853.82,16044.92,0,18.656955638604853,81.07669797129483,0,Agent,ATM_20691,27.134314,80.910347,1,0.149
a049c576-b496-4070-bef5-04d03e58012d,3,2026-08-18T13:09:22.394693,13,1,4,0.056,0.156,25.6048,1.0,1,3,0.25,766.0,10,7398.28,-8646.64,16044.92,0,18.656955638604853,81.07669797129483,0,Agent,ATM_20691,27.134314,80.910347,1,0.094
a049c576-b496-4070-bef5-04d03e58012d,4,2026-08-18T13:09:22.394693,13,1,4,0.0,0.156,25.6048,1.0,2,3,0.25,766.0,10,5504.14,-10540.78,16044.92,0,18.656955638604853,81.07669797129483,1,Agent,ATM_20691,27.134314,80.910347,1,0.094
044c4060-3ad5-4cb4-88fe-8a2e3d55e43b,0,2026-09-18T19:00:00,19,4,1,0.0,0.05,20.0,0.32442990072490874,0,1,1.0,1076.0,1076,4476.26,0.0,4476.26,1,10.528541272950605,86.52802014955975,0,ATM,ATM_29825,12.205847,79.991048,0,87.217
044c4060-3ad5-4cb4-88fe-8a2e3d55e43b,1,2026-09-20T14:21:11.279703,14,6,2,43.353,43.353,0.0461,0.6223699472205987,1,2,1.0,878.5,681,1568.2,-2908.06,4476.26,1,10.528541272950605,86.52802014955975,0,ATM,ATM_29825,12.205847,79.991048,0,43.864
044c4060-3ad5-4cb4-88fe-8a2e3d55e43b,2,2026-09-20T14:21:11.279703,14,6,2,0.0,43.353,0.0461,0.6223699472205987,2,2,1.0,878.5,681,2770.41,-1705.85,4476.26,1,10.528541272950605,86.52802014955975,0,ATM,ATM_29825,12.205847,79.991048,0,43.864
044c4060-3ad5-4cb4-88fe-8a2e3d55e43b,3,2026-09-20T14:21:11.279703,14,6,2,0.0,43.353,0.0461,0.6223699472205987,3,2,1.0,878.5,681,137.64,-4338.62,4476.26,1,10.528541272950605,86.52802014955975,0,ATM,ATM_29825,12.205847,79.991048,0,43.864
044c4060-3ad5-4cb4-88fe-8a2e3d55e43b,4,2026-09-21T00:41:34.405667,0,0,3,10.34,53.693,0.0559,0.9423412810259656,3,3,0.667,586.67,3,4375.71,-100.55,4476.26,1,10.528541272950605,86.52802014955975,1,ATM,ATM_29825,12.205847,79.991048,0,33.524
5e6ce78f-6ff5-4eb5-a5ea-0e0ceae88d7c,0,2026-10-07T02:00:00,2,2,1,0.0,0.05,20.0,1.0,0,1,1.0,1.0,1,9452.29,0.0,9452.29,1,16.846952925836327,78.75395854960917,1,ATM,ATM_38804,16.125327,78.867804,0,2.526
cb256a35-d2ac-41a3-8423-77dcca4eb8cc,0,2026-01-16T02:00:00,2,4,1,0.0,0.05,20.0,0.5369214437102491,0,1,1.0,202.0,202,18478.13,0.0,18478.13,0,23.506085107457956,83.05413663675871,0,Agent,ATM_45085,11.410476,79.316463,0,1.198
cb256a35-d2ac-41a3-8423-77dcca4eb8cc,1,2026-01-16T02:38:26.283577,2,4,2,0.641,0.641,3.1219,1.0,0,2,0.5,107.5,13,18478.13,0.0,18478.13,0,23.506085107457956,83.05413663675871,1,Agent,ATM_45085,11.410476,79.316463,0,0.557
27e8291a-5698-4b7f-b879-f1d8f334a0f5,0,2026-09-16T20:00:00,20,2,1,0.0,0.05,20.0,0.9547951621159046,0,1,1.0,11.0,11,7380.28,0.0,7380.28,1,21.443571197265022,84.71503304413068,1,ATM,ATM_4439,20.978398,85.0724,0,0.899
9d5d817d-6df8-44c8-b6d2-c697e4763f01,0,2026-03-19T05:00:00,5,3,1,0.0,0.05,20.0,1.0,0,1,1.0,7.0,7,195627.39,0.0,195627.39,1,18.444443212487336,84.28779364545392,1,ATM,ATM_33344,18.244768,83.980997,0,0.552
2265641b-5dec-4329-8e82-7b99ff36fefb,0,2026-05-14T07:00:00,7,3,1,0.0,0.05,20.0,0.0969246873891256,0,1,1.0,308.0,308,53820.74,0.0,53820.74,1,8.882928311707325,72.78165030512757,0,Agent,ATM_46463,10.513187,76.026251,0,0.646
2265641b-5dec-4329-8e82-7b99ff36fefb,1,2026-05-14T07:04:02.447544,7,3,2,0.067,0.067,29.6971,0.28388049743864313,0,2,1.0,577.0,308,53820.74,0.0,53820.74,1,8.882928311707325,72.78165030512757,0,Agent,ATM_46463,10.513187,76.026251,0,0.579
2265641b-5dec-4329-8e82-7b99ff36fefb,2,2026-05-14T07:17:32.655612,7,3,3,0.225,0.292,10.2598,0.5718809363641252,0,2,1.0,836.33,308,53745.39,-75.35,53820.74,1,8.882928311707325,72.78165030512757,0,Agent,ATM_46463,10.513187,76.026251,0,0.354
2265641b-5dec-4329-8e82-7b99ff36fefb,3,2026-05-14T07:17:34.891908,7,3,4,0.001,0.293,13.6507,0.6006000448076229,0,3,1.0,1001.0,308,52013.23,-1807.51,53820.74,1,8.882928311707325,72.78165030512757,0,Agent,ATM_46463,10.513187,76.026251,0,0.353
2265641b-5dec-4329-8e82-7b99ff36fefb,4,2026-05-14T07:24:22.690766,7,3,5,0.113,0.406,12.3061,0.9810450069812732,0,4,1.0,899.4,308,44625.04,-9195.7,53820.74,1,8.882928311707325,72.78165030512757,0,Agent,ATM_46463,10.513187,76.026251,0,0.24
2265641b-5dec-4329-8e82-7b99ff36fefb,5,2026-05-14T07:25:00.777763,7,3,6,0.011,0.417,14.3925,1.0,1,5,0.833,751.67,13,32758.1,-21062.64,53820.74,1,8.882928311707325,72.78165030512757,0,Agent,ATM_46463,10.513187,76.026251,0,0.229
2265641b-5dec-4329-8e82-7b99ff36fefb,6,2026-05-14T07:25:00.777763,7,3,6,0.0,0.417,14.3925,1.0,2,5,0.833,751.67,13,10437.98,-43382.76,53820.74,1,8.882928311707325,72.78165030512757,1,Agent,ATM_46463,10.513187,76.026251,0,0.229
66a5fcc3-cd17-4ba9-8f40-a1b642e86637,0,2026-09-28T03:00:00,3,0,1,0.0,0.05,20.0,0.38666356400988455,0,1,1.0,971.0,971,45755.89,0.0,45755.89,1,10.44820920605232,78.26682499084653,0,UPI,ATM_40997,26.755411,76.235564,0,4.457
66a5fcc3-cd17-4ba9-8f40-a1b642e86637,1,2026-09-28T03:59:18.619913,3,0,2,0.989,0.989,2.0233,0.5588863532601587,0,1,1.0,684.5,398,45755.89,0.0,45755.89,1,10.44820920605232,78.26682499084653,0,UPI,ATM_40997,26.755411,76.235564,0,3.468
66a5fcc3-cd17-4ba9-8f40-a1b642e86637,2,2026-09-28T04:39:45.415814,4,0,3,0.674,1.663,1.8044,0.928096015180493,1,2,1.0,457.67,4,4131.26,-41624.63,45755.89,1,10.44820920605232,78.26682499084653,0,UPI,ATM_40997,26.755411,76.235564,0,2.794
66a5fcc3-cd17-4ba9-8f40-a1b642e86637,3,2026-09-28T04:39:45.415814,4,0,3,0.0,1.663,1.8044,0.928096015180493,2,2,1.0,457.67,4,29006.76,-16749.13,45755.89,1,10.44820920605232,78.26682499084653,0,UPI,ATM_40997,26.755411,76.235564,0,2.794
66a5fcc3-cd17-4ba9-8f40-a1b642e86637,4,2026-09-28T04:39:45.415814,4,0,3,0.0,1.663,1.8044,0.928096015180493,3,2,1.0,457.67,4,6194.88,-39561.01,45755.89,1,10.44820920605232,78.26682499084653,1,UPI,ATM_40997,26.755411,76.235564,0,2.794
a91c00e4-47d6-4506-bd8b-fbfe1cde7796,0,2026-06-07T13:00:00,13,6,1,0.0,0.05,20.0,0.6353467870019667,0,1,1.0,439.0,439,5023.48,0.0,5023.48,1,11.4174227001851,81.14272685589624,0,ATM,ATM_47333,11.224716,76.739857,0,0.508
a91c00e4-47d6-4506-bd8b-fbfe1cde7796,1,2026-06-07T13:03:42.671276,13,6,2,0.062,0.062,32.3347,1.0,0,2,0.5,223.5,8,5023.48,0.0,5023.48,1,11.4174227001851,81.14272685589624,1,ATM,ATM_47333,11.224716,76.739857,0,0.446
5ef89ba6-263d-4c0c-aca3-14793a0b3fb1,0,2026-05-29T01:00:00,1,4,1,0.0,0.05,20.0,0.9086681170065088,0,1,0.0,1.0,1,8598.44,0.0,8598.44,1,15.093521646580355,84.00468747301876,1,UPI,ATM_35616,13.182282,79.645025,1,0.25
7614f024-d3a5-4893-b8fc-0c0ca7e3538f,0,2026-05-29T16:00:00,16,4,1,0.0,0.05,20.0,0.9670807007022976,0,1,0.0,4.0,4,44695.48,0.0,44695.48,1,16.223832516684197,76.47660229958107,1,UPI,ATM_12339,16.023612,76.107993,0,0.569
